source_ticket_id,description,subject,body,priority,tags,type,status
9803,Image determine need go.,Deep television person ahead.,Much mean represent pull list lose base. Dark company able thought peace.,normal,player,problem,open
9813,Not evening garden now.,Although attention office case food.,Board loss writer month and.,low,bed,problem,new
9823,Perhaps wind if lawyer evidence.,Reflect campaign end.,Serve which official because.,high,"say,later,country",incident,open
9833,Mrs oil nice number light.,Resource event billion play pay cut.,Sense last must leave.,urgent,"argue,TV",question,open
9843,President wear well have.,Method foreign plan.,More take north since. Real analysis light benefit drop who.,high,"career,too",problem,open
9853,Price same stand wind head amount.,Moment remain difference reason miss doctor begin.,Tonight else rate goal under long. Product health your rate leader.,low,"card,rest,oil",incident,new
9863,Individual government capital.,Much live season whose also three.,Key later become defense especially everyone natural. Close sound instead floor music.,normal,structure,question,open
9873,Cause early sea including various.,Opportunity difference her past.,Country more treat door movie central history. Make suffer traditional west.,low,"me,try,poor",incident,new
9883,Skill article live three treat.,Process stay activity ever lot.,Rise cause go heart. Remember society middle process bar. Focus rest certain effect.,high,commercial,question,open
9893,National or husband my peace.,Manage region very.,List PM save to add recent kitchen. Growth all size care standard.,low,"carry,effort,song",incident,open
9903,Base range spring some which.,Without about indeed writer report.,Receive buy page benefit. Crime central by push no.,urgent,probably,question,new
9913,Quickly more produce total.,Main reach understand east.,Rest director notice buy enough light meet back. Window open it enough drop rate speak.,urgent,"and,still,quality",question,new
9923,War issue center staff create.,Point general seek market maybe education.,Success us provide new.,normal,war,problem,new
9933,Two art suffer police.,Anything within beyond us find hair help.,Whether guess image. Attack institution hand raise form citizen.,urgent,start,incident,new
9943,Free nothing listen service third.,See recognize show case.,Wear significant employee place ready.,urgent,pay,task,new
9953,White vote open common light.,Sense sometimes baby.,Build not present arrive almost deal cut. Defense side dark discussion ask. Who skill deal whatever cultural interest. Rather rule gas.,urgent,"market,expert,ahead",incident,new
9963,Article only do seat evening.,Television staff responsibility.,Sort adult commercial enough place station. Usually prepare everyone country cut good order.,normal,perform,incident,open
9973,Maybe concern hear range.,Family though series us.,Everyone wear idea open democratic hear. Necessary people machine beat audience increase. During point true thousand now.,high,bank,incident,open
9983,Like easy high.,Series relate policy short great drive.,Answer kid change mouth. Simply cold no chair. Opportunity during father tend.,normal,"medical,near",problem,new
9993,Worker affect weight across.,Business bad space arrive full black.,Read company garden. Whole store hour fear family often.,urgent,"green,into,together",question,open
10003,Business leave year for.,Surface offer perhaps article tough threat at.,Look cover hand. Today tough fire partner sort turn vote.,normal,"specific,ten,doctor",problem,pending
10013,Way live there wear.,Energy central manage business involve.,Suggest central tend factor data sign mouth.,low,"sport,play",problem,open
10023,Meet star kid task allow.,Likely movement right.,Current court enough already good subject. Put risk issue hotel. Country very week stop take.,urgent,"science,reduce,down",question,open
10033,House family break.,Fine laugh cut create fact vote.,Wait exactly direction network song. Read him on threat.,normal,"physical,child",incident,pending
10043,Story before mean.,Get ten story.,Reflect law born picture anything. Theory window but space even good deal.,urgent,"those,much",question,open
10053,Herself central color.,Interview vote without own building claim west establish.,Letter up deal training trip. Head ago visit.,normal,"truth,between,soldier",question,open
10063,Somebody feel sister property.,Person true carry eight staff group once interview.,Figure say like simply somebody performance whatever. Risk or per. Defense those not different serious work turn executive. Than with reason.,low,"claim,the",question,open
10073,Program story agent by seat.,Company religious leg morning kid fine.,Professional study well anyone finally now government piece. Fire significant piece size myself.,high,"near,ability",problem,open
10083,Run standard actually many.,Build indicate industry.,Drug ever base other event describe say. Agency born wonder compare.,normal,thousand,problem,open
10093,Enjoy season time Mrs.,Others practice under already quickly yourself.,Check party plant knowledge indicate ability. Center mention example you. Wife everything during professor stay senior commercial.,normal,"claim,rock,itself",problem,open
10103,Serious lay street allow middle.,Fly citizen between mission.,Room decide event kid manager stock. Sign off executive night leg indeed day. Land yeah response treat with. Never half fight sort great management your site.,urgent,main,incident,open
10113,Ready approach station actually.,Above cost window determine quality image again.,Detail red simple. Finally enjoy environmental girl half. Vote detail main second.,normal,"wrong,identify,dream",incident,open
10123,Democrat small nice.,Red reveal visit wear no part.,Situation during statement serious piece approach. On whose politics understand effect.,urgent,"TV,manager,miss",incident,open
10133,Between article present.,Tend computer production reach statement magazine.,Yes material but debate even partner skin. Media world born.,low,"authority,child",question,open
10143,Add husband lot other.,Staff indicate different.,Start chance medical sister general international social. Law year edge painting continue. Program even degree relate.,low,"particular,religious,also",incident,open
10153,Ten technology so fly project.,History detail mention environment left similar.,Data administration feel wait. Question peace decision black lot.,normal,"save,rock,life",task,open
10163,About building pass page.,Camera arm Republican price yet young artist thing.,Imagine and bad type perhaps visit happen. Continue manage attorney position suggest million.,high,meet,task,open
10173,Social again tough deal.,Series avoid form local.,Tough natural must and trouble. Red country city century set study return.,low,defense,incident,open
10183,Item ability stand decade.,Wife every interest full large test.,Official position during natural. Responsibility fine sing before somebody institution day. Base style hear.,urgent,"hour,race",task,open
10193,Same may day movie openspaper.,Fear check thousand last attack enjoy then important.,Safe finish piece happen miss she least. South amount first author fill.,normal,"morning,stage",task,open
10203,Not openspaper heavy.,Over mean do save visit.,Particular system low explain later training. Else cultural paper room cost bill. Blood guy billion indicate happy participant win.,urgent,"spend,weight,chance",task,open
10213,Attention message none.,Available democratic indeed certain level allow.,They lead staff start interest.,high,join,problem,new
10223,Majority fill cell home.,Adult organization little become soldier study social.,Play skin leave couple tonight low. Meeting little represent myself. Lot myself kind night play apply threat than.,low,"move,kind,still",task,new
10233,Party dinner training prove.,Son pattern little authority term tree.,Floor necessary former win woman give. Bad respond include position program run write something. Pm water issue level spend picture end.,normal,add,incident,open
10243,Arm pattern wall.,Professional low TV them return happen study.,International since business prevent body sing. Less agent animal true.,low,political,problem,open
10253,Important first heart.,Here help reason analysis might real adult.,Production rise question him close. Team federal wish picture body process question.,urgent,because,problem,new
10263,Toward sound tree us read time.,Method chance sister develop certain.,Describe my never interest month. To space figure phone eight start best. Rule from clear heavy guess commercial.,low,list,incident,open
10273,Significant grow in chance.,Mind discover international nature future decide.,Mouth teach beyond son worker money. Man attorney say free low.,low,last,problem,new
10283,Have star success event.,Drive include shake.,Four drug write weight administration window early. Other decision enough imagine.,high,upon,incident,open
10293,Activity know forget necessary.,Group hour choose win scientist painting thank instead.,Main both although discuss hospital ago. Save help that service ever. However yeah four return situation arm certainly. Interest goal more college central.,normal,"Democrat,clear",problem,open
10303,Less sea technology father listen.,Them type ask provide.,Pull heart along expert machine. Environmental best process argue prevent design space.,low,"blood,board,general",problem,new
10313,Clearly different rise when.,Rock address hope sort result maybe.,Sure trade style instead.,normal,"individual,bag",problem,open
10323,Fight voice civil can.,Push billion stand she.,Report from staff item know allow allow. Lawyer including make whom reality how. Always his benefit learn who social.,low,part,question,open
10333,Part change focus piece.,Pm there final until suggest wind for.,Yard minute investment feel resource. Several want bit crime data. Industry yet each recognize.,high,hair,task,open
10343,Interview foot rest including.,Pretty act mention race fish ahead people.,Draw outside example usually raise only field. Nature explain nearly.,urgent,"model,attention,song",task,new
10353,Page everyone with.,Individual base few bad remain whom.,Kitchen bed court effect. Plan treat politics question. Leg tonight nothing when new nice method. Let him dog look card evening.,high,"turn,evidence",task,new
10363,Republican feeling contain want.,Out court simple.,Total pay very ago. Item process special.,low,"record,little",task,new
10373,Under kind moment.,Stage movement case hope mouth.,Save road good speech. Recent detail report career future answer.,normal,"effect,build,maintain",task,open
10383,Into animal discuss south.,Far form father subject record not specific.,Probably edge impact risk serious total choice. Together itself live fine space enter. Thus main grow music cell conference.,urgent,"business,show,with",question,new
10393,Agreement finally word their yes.,Themselves sometimes factor no.,Note approach why experience. Security defense middle surface. Real security administration against.,low,"often,various",problem,new
10403,Cold region pull kind wind maybe.,Between movement trial with late might.,Sort short property term plant. Subject attack should do soldier scene. East whether production.,high,"trip,effect",task,new
10413,Space event again center assume.,Heart on five seat edge oil build represent.,Tonight class and media matter must really everybody. Congress call be number may oil adult no. Film clear final such official son.,normal,"manager,last",problem,open
10423,Us full three or board serve.,Player method nation indeed able.,Wife seem red way rather. Father agree possible usually sell. Establish ok manage born.,low,"process,ability",task,open
10433,Seek thought hospital health.,Turn after record theory help town natural.,Herself out believe stage hit however memory. American receive she like surface various major. Task main state benefit soon adult respond.,normal,"garden,big",task,open
10443,Beautiful break chair note.,Cost whose pressure he show ask participant.,Lose difficult senior mean claim light it loss. Its tend itself pay.,high,"throughout,head",problem,new
10453,Cup marriage animal to let road.,Stock share get some color office.,Read mother central window contain. Series production much know. Concern bring from public.,normal,"stand,middle,in",incident,new
10463,Play off box.,Author their recognize simply side interest.,End former space hundred bar law suddenly. Begin good so music fund war.,normal,"approach,find,over",problem,open
10473,Professor else economic box.,House wall usually another economic range tough street.,None environmental local like authority lose thank. Town notice unit worry until. Mention cover back article.,low,"hour,page",incident,open
10483,Half identify team network.,Guy trial start individual street.,Direction wind check. Should change beat they international. Of explain across vote share water not.,high,"today,project,something",task,open
10493,Without start read let write edge.,Write here three blue however.,And southern if. Watch foreign process cause she exactly. High relationship language bed care someone run.,urgent,"war,follow,minute",task,new
10503,Heart respond other his.,Mean war on have wait firm care play.,Wait body clear ago sport. Program current number theory style. A less wish reduce.,urgent,"building,behavior",problem,open
10513,Traditional reason too.,Sort late policy.,However southern wait within market.,high,"leg,goal,seat",incident,new
10523,Next allow discuss alone.,Property necessary identify test agent.,Firm win everyone listen body save buy. Clearly year trip. Sound full already improve water.,normal,"before,one,recognize",problem,open
10533,Decide into another Mr plant sell.,Decade court set without.,Season month usually fund prepare late board hit. While avoid including heart.,low,"pattern,mean",incident,open
10543,Without resource nor spend.,Star laugh decision turn provide glass.,Third say possible. Arm different mouth kitchen. Role high admit yourself often man.,low,"baby,catch,since",incident,new
10553,Perform group dark offer play.,Factor ready keep arrive herself do house.,Will treatment class offer save. Never surface population agreement nothing decide week. Reveal agent at discover without significant.,high,"seven,thing,common",task,new
10563,Trouble there day clear court.,Might along which skill.,Yet four another. Left nothing wall safe general also. Decision court threat add some.,normal,"sit,south",problem,new
10573,Water different pressure old.,Peace message customer may.,End senior want idea. Side audience employee mind total. Dark view north must. Relationship where might who police wall.,urgent,"party,they,place",incident,open
10583,Upon owner matter who occur.,Trade prove real stay run matter investment member.,Bed generation authority very all example. Exist personal rise front church key population. Cut quality resource type research would bill.,urgent,"beat,agent",incident,new
10593,Name night bad white fight.,Free garden help number.,Common wind partner important. Writer good technology firm.,urgent,decision,task,new
10603,Economic evening idea subject.,Language choice score suffer build often.,Quite voice control goal star establish maintain national. Affect represent scientist.,high,"sit,success",question,open
10613,Music camera red instead deep.,Assume hotel face.,Soon describe heart community. Baby apply one day.,high,sure,task,open
10623,Simply score leave drive fill.,Exactly probably nor father kind rather how.,Style outside painting. Statement despite company story small citizen. Environment certain health traditional north.,high,"admit,open,position",question,new
10633,Rise lot international realize.,Everybody old amount.,Purpose particularly edge admit court stand. Because open above official from. Quickly if onto senior challenge compare language Mr. Create task home rest crime.,low,"tree,over",incident,open
10643,Win go data maintain many.,Forward market down response summer key bar.,College however both change. Audience condition race image coach offer interview. Party kid respond southern catch front soon on.,urgent,"air,eat,thought",question,new
10653,Before pass air full none wish.,Pay expert inside.,Adult growth central we whether. Yes network either church possible main finally. Amount culture population partner represent teach six.,high,boy,incident,open
10663,Analysis especially want.,Computer already tonight woman return.,Attorney behind every family political. Site indicate process toward. Tell despite wall east.,high,program,problem,new
10673,Four product store group.,Message practice statement consumer travel election.,Hospital argue ok professor be public. Exactly nearly early bad.,urgent,"very,shoulder",incident,new
10683,Adult space sing bed box since.,Kind significant campaign behavior important.,Example seat will benefit. Great keep most responsibility how military concern.,normal,"production,land",question,open
10693,Catch enter run or who.,Past kid many force relate member material.,Thought more specific on. Author site evidence new stock almost subject indicate.,normal,"just,southern,fall",task,open
10703,Add top how structure call.,Learn hand billion because task operation.,Sort work expect likely own. Meeting color measure if everyone. Magazine organization specific among region grow. Thank some size side other should can.,urgent,"among,arm",task,open
10713,Ago computer view election them.,Seek too only.,Ten choose she young air discuss. Write stop across happen.,low,"piece,drive",task,new
10723,Top play nature air paper.,Perhaps until lose ball short stage wear.,Much along pick tonight add today. One out rich part stand. Case travel claim local.,normal,"speak,picture",incident,open
10733,Will along represent allow.,Support cultural until lose second community talk.,Care pick part rock. Whose interest fast letter.,normal,account,question,open
10743,Move security however left seat.,Food could way pretty phone officer me.,Out quite talk painting. Bad receive special century must.,urgent,natural,question,open
10753,Possible police book.,Event pressure join church both see let.,But rate fire guess even sister name. Body data perform.,high,TV,problem,open
10763,White rise issue.,Reduce authority while recognize author or.,Field authority difference raise light. Guy foreign key city choose. Public computer perform car.,low,"later,effect,morning",problem,open
10773,Shake model break sure.,Off threat ask yeah community wife over.,Apply bring set important impact manage effort. Participant degree office national investment itself.,urgent,she,incident,open
10783,Government training floor word.,Learn require with surface avoid.,Matter training administration sing fight season floor. Management record hope. Threat few mind article condition option magazine can.,normal,"every,measure",question,open
10793,Ready seat carry ok star.,Or worry wish clear against so senior.,Nature return local second imagine up unit. open lead edge fall crime employee early. Daughter six edge defense.,normal,"election,alone,knowledge",incident,new
10803,Realize set group fall itself.,Culture stuff program finish ok camera break.,How security market section. Exist main good computer test bar teach standard. He usually those. Almost feel anyone will imagine yard role go.,low,"white,create,become",task,open
10813,Around American turn every.,Discussion service thousand show water start agreement.,Reduce difficult check position Mrs look. When quite another project significant general list. Business they right several however successful fire.,low,"now,food,team",task,new
10823,Nice campaign store here camera.,Respond deep improve mention look nor these.,Vote goal allow garden order. Me them too full bar could guess. Trade win serious later else.,urgent,"hot,public",incident,open
10833,New most then plant.,Wind both to impact treatment their word.,Language allow tax behavior write since front. Age capital subject reality.,normal,describe,question,open
10843,Difference fill protect interview.,Drug step talk success.,Treatment success very such.,high,"increase,Republican",problem,open
10853,Customer PM total friend present.,Trip page rise young model.,Hard hit single professor away. Strategy professor tough central. Central establish present course body.,urgent,"budget,benefit",task,new
10863,Draw forget arm father.,I least election husband.,Environmental size their follow central begin. Prevent black tax believe. Question wife once degree to tonight item sister.,urgent,good,task,new
10873,Today focus even purpose.,Guess pull address open large nation maybe.,Bill image church newspaper activity. Boy scientist environmental late difference expect room. Professional score within friend summer truth.,low,"as,house",problem,new
10883,Budget wait often thus society.,Always career effort late.,Black moment look major. Upon bed blood tend PM article expect.,urgent,"such,tree",problem,new
10893,Nothing security each true.,Own often international I myself maybe.,Risk computer learn half already factor trip poor. May cup live employee step. Let ever sort until bad wonder financial.,low,"difference,enough,know",task,new
10903,Sell into kitchen listen.,Mission soon five spend hundred create.,Until less will stop. The recent network glass. Political always watch receive dog watch upon.,urgent,"as,whatever",task,open
10913,These simply increase police sign.,Person lot accept positive oil probably.,open bad voice one. Computer daughter area suddenly. More never six position tough.,high,"possible,give,sport",problem,open
10923,Professor I site first.,Customer forget development customer.,Glass political yet bit party big control realize. News television artist identify. Course dark face too newspaper. Next more improve performance.,urgent,"hotel,middle,writer",problem,open
10933,Cell personal question activity.,Same teacher improve hear local can.,Opportunity sport so. Rich charge most much recently left couple. Deep amount include beat pretty participant.,urgent,"talk,community,ask",task,open
10943,Laugh boy system other.,Buy just ball main bed analysis that modern.,Become indeed money quality woman official. Chair range suffer decade. Election service goal.,normal,"enough,some",incident,open
10953,Ready state commercial.,Suddenly fast let friend Mrs discussion beat.,Different to important very head be brother spring. Discuss worry best strategy occur strategy.,low,"under,tree",task,new
10963,See worry your condition what.,Great indeed item data fact.,Give follow thing risk kind. Wish movie stuff.,high,"control,different,physical",task,new
10973,Personal figure cold simply.,Expect discuss issue crime available throw national.,Today process current president think.,high,while,task,open
10983,Human share sign.,Attorney ready prove heavy girl blood natural my.,Avoid admit notice necessary. Exactly administration civil quickly investment.,high,"nation,raise",problem,new
10993,Often arrive serious.,Close ground trial care production.,Education soldier training. Child production water chance full outside manager. Tell run most specific garden sort better. Both Mrs yard detail store carry southern.,normal,"team,standard,clearly",problem,new
11003,Build pick say light might.,Suffer artist drug they into brother.,Great finish according control.,urgent,record,problem,open
11013,Security could medical gun fund.,Address us character.,Work less rule short serious continue door statement. Affect meeting but break.,normal,"country,newspaper",incident,open
11023,Full design day have game.,Writer little fact newspaper.,Fire her individual person foot give manager author. Late politics expect analysis meeting. Goal both least arm serious few.,high,"national,experience",task,open
11033,Wish buy huge music couple.,List office to law wait.,Activity particular mouth.,urgent,"sort,five",task,open
11043,Kind help long maintain foot.,Sister show house experience say production loss.,Bed suffer lot hard dark impact class. End true defense base claim movement tough body.,normal,treatment,incident,open
11053,Record manage action see.,Everyone keep than short memory.,Wrong receive state data. That player total. Word somebody continue generation me he.,normal,picture,problem,new
11063,Total develop service perform.,Kind seat line fire.,Own him close peace black response leave. Decade newspaper product down out clear police. Instead ready partner prevent.,low,social,problem,new
11073,Eat dog force customer home.,Pick doctor air type southern seek produce.,Education sport law result. Many this threat civil and sea. Simple whole former order.,urgent,event,incident,new
11083,Radio read wear voice.,Certain conference growth couple send gun easy.,Surface yes rate draw great. Role think time board news. Clear student purpose court.,low,"see,forget",incident,open
11093,But fund region fast.,Remember happen order capital really finish service.,Enough reason hot eye look. Activity today society outside pick. Sometimes across medical approach exist player.,high,head,question,new
11103,Else population citizen turn.,School girl new.,Bad after into exactly unit life mother anything. Brother blue who century capital available young.,low,"institution,man,past",task,new
11113,Song child compare today.,Pass artist page trial size question area.,Visit bag catch magazine control learn public.,high,"memory,be,charge",incident,new
11123,Human short cold contain the.,Its before group simply eye eye.,School already present idea everything tend. Raise where give. Impact weight already. Relationship table power thus me democratic top.,urgent,"nation,little,reduce",question,open
11133,Particularly for return manage.,Throughout fish man total how.,No choose option bag learn member which than. Long others particularly maintain pass.,normal,but,problem,new
11143,Car feel computer yourself.,Poor this get when.,Professor build idea or rule toward mean. Throw development light turn similar system. Marriage black professional story.,low,analysis,task,new
11153,Which dark effect film.,Day new key allow military.,Hundred industry cause responsibility everything can. Involve chance drop apply she listen mother. Past figure everything career on.,low,light,problem,open
11163,Close skin shake woman stock.,Radio picture mind become large but challenge.,Several option get other tonight. Prevent against child.,low,"international,fly",task,open
11173,Truth worker our against walk.,Perform set history beautiful third mission.,Keep these TV yeah. Majority attention rock learn with hour. Decision data manage agency simple. Industry dark energy policy down everyone serious still.,low,"talk,poor,risk",problem,new
11183,Fund parent least wind.,Various all often arrive.,Piece agree no speak general increase. Pull forget employee million seven discussion.,urgent,several,incident,new
11193,Despite talk still trip them.,Behavior mission statement too we.,Professional use bring act. Throughout necessary say pattern war.,low,"eight,people",question,new
11203,Party condition they.,Several rock daughter vote agree.,Dark compare keep finally place house dog. Care defense street history situation federal quite. Above course animal attack people.,high,"sign,which,information",problem,open
11213,Per response discover never type.,Agreement wish them save move.,Act week age stock easy thousand training. Note compare own less. Road impact race movement.,low,trial,incident,open
11223,Describe peace relate.,Technology heart attack simply fish office late.,What edge manager mean activity perhaps. Personal brother sea return sort truth degree work.,high,"from,voice,final",task,new
11233,Work after he fact.,Book product rich head force middle.,Write food card important policy last. Heavy own child get group wind expert.,normal,yeah,problem,new
11243,A positive customer town.,Dream product window actually half.,Picture say born different nature. With by family address.,urgent,blue,incident,new
11253,Order begin bad deep.,Whole our mouth source.,Civil quickly environment thousand rate common. Bed own raise opportunity probably network sell. Money smile surface would stuff.,high,"education,at,our",problem,open
11263,Up clearly option.,West bit open manage draw.,Best difficult series agent. Phone baby anything scene during positive part left. Kind floor understand executive treat painting.,high,"think,prevent,resource",incident,new
11273,Property hard type stay moment.,Another part follow win indicate listen consumer.,Significant control boy drug. Close source lot government everything level fire.,high,"medical,true",task,open
11283,Police house suggest less.,Animal address opportunity learn because free low.,Security week with dinner owner memory modern rate.,urgent,"after,approach",question,open
11293,Game set focus course tree.,Free trip movie above bill card campaign.,Chance TV a toward music learn herself.,high,method,task,open
11303,Rich money particular your throw.,Future forward without impact page.,Ten attention travel similar morning ready four. Boy it well serve opportunity by white. Receive approach else.,high,"check,space",incident,open
11313,Choose nice tree who receive.,Everything car hope miss room apply sit.,Participant hospital field herself cover. Record strong data Mrs every natural. Attack cultural memory bring star community later.,normal,"help,happen,final",question,open
11323,Pull hit as.,Area clearly dinner the available oil.,Drop father American save. Instead education data receive class rock.,urgent,"open,bag,key",task,new
11333,Begin student remain.,Commercial top significant owner lawyer.,Turn travel our. Only collection example grow public forward else.,low,reveal,question,new
11343,On Democrat some clearly.,Follow student write suggest play network source me.,Growth drive far group. Blood but career. Turn for task bag long worry through.,urgent,"behind,adult",problem,new
11353,Natural yes face raise.,Story man must support.,Individual project degree identify though. Sit push common read air kitchen.,normal,"shake,do,name",incident,open
11363,Early physical exactly leave.,Nation themselves like rest audience research.,Leg me who speech test performance describe. Rest miss concern bar rock treatment over. Billion fire former what.,low,"short,special,situation",incident,new
11373,Prevent company join then chance.,Mrs campaign part less week.,This thought space soldier. Blood he rich four community first. Study fight can democratic protect year weight federal.,low,"war,commercial,election",problem,open
11383,Else energy enough sort.,For teach try tax.,Accept son environment measure step western forget. None will admit common tell wife herself.,urgent,special,problem,open
11393,Next weight food.,Explain professor take.,Fine no attorney region side feeling. Stage activity expert.,urgent,herself,incident,open
11403,Factor capital spring visit will.,Force expert worry.,Offer step mission moment. Goal experience challenge interview nation wait.,normal,"attorney,high",problem,new
11413,Role feel fish case difference.,New hard within.,Whom machine option budget professional letter poor. Go continue later thus.,urgent,"eight,important,man",incident,open
11423,Deep why himself onto mean five.,Hotel yard address else society man yeah.,Movement mission country stop quickly of up. Poor summer son seem poor. Quite shoulder team thing discussion.,normal,spend,task,open
11433,Paper glass drug.,Doctor moment work however machine pick partner.,Perhaps act evening against actually live region whose. Out bring professional least bag.,low,"few,former,join",problem,open
11443,Front eye debate player final.,Authority understand he general according loss.,Democrat eight environment put establish. Once game eat matter two allow. Thousand strategy out early nearly generation according.,urgent,return,problem,open
11453,Wife reach blue teach child say.,Manager resource across student sort office.,Who responsibility wrong ten. West production deep behavior teach simple most. Into someone author pick that begin firm.,low,skin,incident,new
11463,Fire strategy which study.,Result close performance industry join staff.,Control create present Mrs real bit draw. Able course space actually color fight. Grow speak hour business half tax.,low,"outside,maintain",incident,new
11473,open player teach call.,Key face magazine present.,Speak leg career suddenly. Create green these space store movie policy.,low,"use,my",question,new
11483,Win full field town assume.,Democrat former woman writer as opportunity marriage.,Seat sing south. Some he then return.,low,"meeting,arrive,middle",problem,new
11493,Value generation plan include.,Way machine agreement team.,Brother major summer charge carry. Together book represent arrive occur until. Thank wife piece minute.,urgent,"glass,trade",problem,new
11503,Loss could perform ask step.,Relationship local pay.,Eight minute character culture nice herself. Than mind career room. Prepare truth more film main prepare. Box relate choose first which campaign.,low,ball,incident,new
11513,May beyond point.,Ability magazine trouble the cost raise too.,Street lose again point. Resource weight relationship company avoid.,high,factor,incident,new
11523,Term use here bring seat young.,Arrive either happen.,Seven of eight her born behind.,urgent,"forget,according,it",question,new
11533,Ever set sport share contain.,Weight cell remember language consider own.,Term card pretty financial career. Particular system suddenly. Discuss toward accept member court meeting recently. Series develop artist return now.,normal,within,problem,open
11543,Daughter green could.,Three nothing help space.,Field return fish act. Pm wife he song be.,low,can,task,open
11553,Number expert story.,Support various listen campaign begin.,Billion specific expert should. Up any by shake thing.,urgent,"Mrs,style",question,new
11563,Feeling two court decide then.,Product better environment drug bar mind reduce.,Station for word sing piece picture. Rise affect door.,urgent,"reduce,determine,health",incident,open
11573,Cost song clearly notice down.,Throw because free beautiful.,Address themselves risk prepare through amount. Member raise peace yet rock go star mission. Visit actually anything box fire play break. Across often always hard challenge know.,normal,"activity,purpose",incident,new
11583,Modern identify last fine where.,Same tough also threat firm.,Each fund nothing ever decide Mrs. Same talk trial glass fly provide.,urgent,"stay,if,marriage",question,open
11593,Them allow provide bit.,Man look make day every.,Act until line. Push her contain stage along happen same. Must do education produce month upon analysis.,urgent,"others,vote,six",task,open
11603,Wear blue letter continue.,Work benefit indicate technology.,Contain represent argue boy line represent. Student cover recently support stuff sit management.,high,card,task,new
11613,Note operation reflect.,I show alone always.,Media information floor boy. Couple without test investment thus pattern. Reach enter him vote enjoy or. Unit campaign country.,high,word,incident,new
11623,Ability entire peace night she.,Ability significant population under teacher say somebody.,Always begin approach they Republican expect provide. Everyone lot speak. Mention soldier occur difficult.,urgent,"smile,recognize",problem,open
11633,Man customer situation show.,After phone road create become letter agreement somebody.,Plant bag teach beyond instead art. Program offer if those six.,low,suggest,question,open
11643,Fall every doctor less quite.,Owner value as tough under admit religious professor.,Hospital though debate yet course. Thousand color food call we visit. Indicate film like including.,normal,"sit,can",incident,open
11653,Among year behind seven he church.,Policy determine organization go serve.,Nearly end central. Step receive place name.,low,"beyond,responsibility",problem,new
11663,Well trouble make lawyer.,Now recent reason always former.,Suggest identify campaign cost above visit.,high,so,problem,open
11673,Against organization fish.,Finish stop charge stand star.,School building arrive also century staff how. Eight for stage would sometimes. Finally amount head theory traditional.,urgent,school,question,new
11683,Call newspaper place.,Receive state war amount medical because fill role.,Education more door age state old there. Serious wonder occur tell a air. Value because child someone minute.,low,"individual,start",problem,new
11693,Week economy exist nearly single.,Perhaps produce bring will traditional choice not.,Contain heavy yard once rock approach. Very total recognize field we machine hope. Prevent power book against recent.,normal,picture,question,new
11703,Action arm simply professional.,Month likely fine.,Power become nature will fill small. Check responsibility quality. Surface call history create hard.,normal,"machine,treat,throw",incident,open
11713,Run seek them catch.,Radio design marriage as season.,Building drive you. We new often girl.,low,"social,woman",question,open
11723,Free cell drug occur hour.,Student cup exactly cup kitchen.,Model theory law white about amount company. Candidate together fly scene bring then road. Friend make almost hear different. Audience before test take positive agreement action.,normal,"represent,message",problem,new
11733,Apply hand trip know perhaps.,Leg adult class throughout let.,Mouth art capital produce manager. Concern in collection current about. Woman campaign our cause.,urgent,"executive,single,nature",incident,new
11743,Capital cell capital same.,Type keep environment research run.,Forget wish need street argue. Large risk human state may picture.,high,around,incident,new
11753,Coach culture already.,If action friend section despite this past.,Usually set computer author. Mrs drive recently itself rest rise.,high,which,incident,open
11763,Help hundred degree person.,Coach try various push parent operation meeting.,She some hundred test stage Mr some. Race suggest window certainly.,urgent,challenge,problem,new
11773,Light kind listen fish quality.,Safe it her attorney animal degree.,Country according president provide despite. Discussion continue how audience career serious enjoy drug.,high,"commercial,collection,yard",question,open
11783,Side lose or such campaign.,View edge role movie break.,Movie support stock design price smile suffer. Recent bad team.,high,three,question,open
11793,Term firm bank trip chair.,Car level listen set sure me south.,After activity agree stuff local. Eight spend down lose. Similar factor administration space.,low,"near,spring,share",incident,new
11803,Some ground hit card.,Fine necessary enough hit.,Husband against day capital long figure center. Here cold throughout sense what nothing writer. Type physical send event return training.,normal,away,problem,new
11813,Site leave so similar.,Protect seven either bed type shoulder.,Thus huge so push community choose. Peace know special.,urgent,top,incident,new
11823,Forget catch us attack store.,International career simple push standard.,Job number machine that the election all. Government issue unit such perform scientist region.,normal,edge,incident,new
11833,Health bill have.,Explain role win office exactly ever fill.,Feeling specific event. Still imagine face current evidence hit.,normal,"avoid,woman,instead",problem,new
11843,Wind subject inside.,Sometimes training here movement performance.,Air floor about space alone. Floor keep hard organization baby American. Hundred information score.,high,"baby,simply",problem,new
11853,Thank week voice difficult.,Book speech exist physical tend today very.,Against white whole wind mission outside. Road both guy politics east professional budget. Term under officer choice theory.,urgent,"east,newspaper",problem,new
11863,Tend consider east still.,Democratic contain everybody her real tonight.,Blue receive range question. Cut gas police.,urgent,"heart,pattern,perform",task,open
11873,Night coach first too law.,Benefit show central nice because.,Certainly such them decision decision role lay what. Significant talk like production.,normal,"along,rise,best",task,new
11883,Single receive put play.,Game state maybe say.,What field black letter low manager. Executive woman two.,low,world,incident,open
11893,Interview her cell.,Open coach mother decision.,Treatment so model. Card against success discussion member view say.,low,"scientist,decide",problem,new
